Machine_ID,Coolant_Pressure,Coolant_Temperature,Hydraulic_Oil_Temperature,Spindle_Bearing_Temperature,Spindle_Speed,Downtime
Makino-L1-Unit1-2013,5.846047526,28.2,49.4,29.7,13272,No_Machine_Failure
Makino-L3-Unit1-2015,5.826905967,4.5,44.8,35.1,17726,No_Machine_Failure
Makino-L2-Unit1-2015,5.358623507,13.4,49.5,37.9,15344,Machine_Failure
Makino-L3-Unit1-2015,4.86086247,30.3,47.3,36.1,15360,Machine_Failure
Makino-L3-Unit1-2015,6.273350421,8.7,47.4,32,24689,No_Machine_Failure
Makino-L3-Unit1-2015,3.105982448,32.6,51,35.4,17726,No_Machine_Failure
Makino-L3-Unit1-2015,3.106960002,31.8,45.1,36.8,16198,No_Machine_Failure
Makino-L3-Unit1-2015,3.126011472,32.9,48.9,38.2,15217,No_Machine_Failure
Makino-L1-Unit1-2013,3.895031347,32.6,46.2,33.3,14266,No_Machine_Failure
Makino-L1-Unit1-2013,4.566853902,24.2,44.5,33.6,0,Machine_Failure
Makino-L3-Unit1-2015,5.567856573,7.8,51.8,34.2,0,Machine_Failure
Makino-L3-Unit1-2015,6.560332199,32.8,52.8,33.2,0,Machine_Failure
Makino-L3-Unit1-2015,3.854757811,6.5,48.5,37.3,15281,Machine_Failure
Makino-L2-Unit1-2015,4.84252053,24.5,44.7,38,19402,Machine_Failure
Makino-L3-Unit1-2015,4.845237922,30.3,47.1,31.7,19544,Machine_Failure
Makino-L3-Unit1-2015,4.844529099,13.4,42.3,32.1,19542,Machine_Failure
Makino-L3-Unit1-2015,4.842179191,25.8,51,35.8,19535,Machine_Failure
Makino-L2-Unit1-2015,4.845715604,8.6,43.8,37.5,19548,Machine_Failure
Makino-L3-Unit1-2015,6.893181921,19.1,47.6,34.9,19522,Machine_Failure
Makino-L1-Unit1-2013,5.918357337,6.4,54.2,37.5,19547,Machine_Failure
Makino-L1-Unit1-2013,4.798359345,8.7,47.1,36.5,13272,No_Machine_Failure
Makino-L3-Unit1-2015,3.166083167,7.4,46.6,33,19197,No_Machine_Failure
Makino-L2-Unit1-2015,4.840774094,29.8,37.8,30.9,19532,Machine_Failure
Makino-L2-Unit1-2015,6.318512286,8.7,48.3,32.1,14152,No_Machine_Failure
Makino-L3-Unit1-2015,6.27489582,7.4,47.6,40.2,13272,No_Machine_Failure
Makino-L2-Unit1-2015,5.842582366,9.9,50.3,33.2,23361,No_Machine_Failure
Makino-L2-Unit1-2015,6.536352558,4.5,49.3,37.2,17726,No_Machine_Failure
Makino-L2-Unit1-2015,6.487974601,5.7,51.5,35.5,18436,No_Machine_Failure
Makino-L2-Unit1-2015,3.140995239,12.2,46.6,31.2,16198,No_Machine_Failure
Makino-L3-Unit1-2015,5.821139917,11.9,42,36.4,23281,No_Machine_Failure
Makino-L3-Unit1-2015,6.336504622,10.6,42.3,,24842,No_Machine_Failure
Makino-L2-Unit1-2015,6.32405323,9.9,45.8,30.5,14266,No_Machine_Failure
Makino-L3-Unit1-2015,6.37010913,6.8,50.8,31.9,19197,No_Machine_Failure
Makino-L1-Unit1-2013,4.961972868,28.7,50.4,35.9,19963,Machine_Failure
Makino-L3-Unit1-2015,4.962069392,25.6,48.7,28.7,19964,Machine_Failure
Makino-L1-Unit1-2013,6.839413159,23.2,44.3,33.2,19899,Machine_Failure
Makino-L3-Unit1-2015,4.957653376,9.7,50.1,34.6,19946,Machine_Failure
Makino-L2-Unit1-2015,6.863944117,11.9,47,35.1,19947,Machine_Failure
Makino-L3-Unit1-2015,5.103409965,21.3,48,37.4,15217,No_Machine_Failure
Makino-L1-Unit1-2013,6.839413159,28.7,46.2,40.6,18484,Machine_Failure
Makino-L2-Unit1-2015,4.566853902,27,47.9,27.1,18482,Machine_Failure
Makino-L2-Unit1-2015,5.567856573,26.4,45,35.9,18482,Machine_Failure
Makino-L2-Unit1-2015,3.140995239,21.7,48.4,33.7,13272,No_Machine_Failure
Makino-L3-Unit1-2015,4.508184965,27,51,36.3,18148,Machine_Failure
Makino-L3-Unit1-2015,5.234040999,11.9,46,34.5,21040,No_Machine_Failure
Makino-L2-Unit1-2015,4.508563235,26.4,47.4,34.6,18149,Machine_Failure
Makino-L2-Unit1-2015,5.23260203,4.5,43.4,35.5,21035,No_Machine_Failure
Makino-L3-Unit1-2015,4.50862184,28.7,51.3,26.6,18152,Machine_Failure
Makino-L2-Unit1-2015,3.178193346,11.9,47.6,36.5,21048,No_Machine_Failure
Makino-L1-Unit1-2013,4.84252053,29.8,45.4,35.7,18152,Machine_Failure
Makino-L1-Unit1-2013,3.79559379,22.5,50.6,41.4,18436,No_Machine_Failure
Makino-L3-Unit1-2015,3.166768986,22.6,49,41.1,19197,No_Machine_Failure
Makino-L2-Unit1-2015,4.798359345,22.5,43.9,42.9,16198,No_Machine_Failure
Makino-L1-Unit1-2013,3.817833591,10.6,54.3,28.7,21075,No_Machine_Failure
Makino-L2-Unit1-2015,3.78509192,9.9,42.3,37.2,21033,No_Machine_Failure
Makino-L2-Unit1-2015,6.560332199,25.6,44.5,39,18145,Machine_Failure
Makino-L3-Unit1-2015,5.918357337,24.4,53.6,31.2,18155,Machine_Failure
